,count,hate_speech,offensive_language,neither,class,tweet
16119,3,0,2,1,1, @JaredFayne_54: And apparently sound like country hick Perks of being from Kentucky
16120,3,0,3,0,1, @JaredLambe21: Brandons dumb fat chunky whore
16121,3,0,3,0,1, @JaredPhill: All you do  fucking bch
16122,3,0,3,0,1, @Jared_Carrab: Mike Napoli   toughest son of bch Ive ever known
16123,3,0,1,2,2, @JareerKass: Charlie Rose: Can you coext wh Israel Meshal: *Not* as occupiers After that national consensus will decide not Ha&#8230;
16124,3,0,2,1,1, @JareerKass: If re was an invible celestial judge who killed those who spew hate on Palestinians celebries &amp; policians would&#8230;
16125,3,0,2,1,1," @Jarhead44: Hi can buy you margara

Sure

So like  way your barstool shows off your clam"
16126,3,0,3,0,1, @JasperDolphin: Just wanna put food in bches pussy and take cool pictures Dont get why bches dont like food in ir pussies
16127,3,0,3,0,1, @JasperDolphin: Lol at  bches that act like single but now have to post pictures wh nigga hahaha
16128,3,0,3,0,1, @JaunGOAT: Its your girls friends that you gotta watch out for Those  bches that be tryna encourage her to leave you
16129,9,4,5,0,1, @Jawdan__: Youre faggot if you ever had  Kim Possible BBM notification
16130,3,0,0,3,2, @JaworskiMeats: Winning Browns #cle #clevelandfans #clevelandpride #clevelandbrowns #clevelandspos #browns #brownie&#8230; http://tco/Gm4h&#8230;
16131,3,0,3,0,1, @JayAllDay612: hoe  gonna be hoe no matter what
16132,3,0,3,0,1, @JayAllDay612: Girls will ignore your text messages get bored when you give or bches attention
16133,3,0,3,0,1, @JayDokter: @TwerDeze_NUTS: Quote th wh funny caption http://tco/XA48tCxiaO niggas gotta ir side bch wh th in th&#8230;
16134,3,0,3,0,1, @JayIIuminati: Nothing will stop hoe from going to  club http://tco/UciCSx5Vus
16135,3,0,3,0,1, @JayJroc: If you thought Mansion Elan was crazy wh Migos wa til Boosie &amp; Yo Gotti shut that bch down tonight http://tco/1iC1H0Ib8U
16136,3,0,3,0,1, @JayMewes: Th  how you eat pussyrepeat after me https://tco/8E0AqmIaL8
16137,3,0,3,0,1, @JayOnDatAss: All se girls saying nobody can put em up wh em Dont no nigga want bch as girlfriend fix that sh
16138,3,0,3,0,1, @JayUcci_: &#128514; mfz in th bch sellin chicken wings &amp; fries
16139,3,0,3,0,1, @JayZOverrated: &#8220;@2charmss: Next person see tweeting that bch shting on herself im unfollowing you&#8221;
16140,3,0,3,0,1, @Jay_Tee92: &#8220;@armani_bls: th ghetto jeopardy sh wack &#128533;&#8221;
16141,3,0,2,1,1, @Jaydillz: My babies pussy  too tight today http://tco/if4K4v74RO
16142,3,0,3,0,1, @Jaydillz:  if you hoe
16143,3,0,3,0,1, @Jaykelz: @LeBronVuton @1stName_Bravo renamed that bch  yacht club
16144,3,0,3,0,1, @JayonnaZarate: She my Lowkey bch  one ride Lowkey wh
16145,6,0,6,0,1, @Jaystuh72: &#8220;@187XO_:  Not playen that side niggah sh wh mine &#8221;omm
16147,3,0,3,0,1, @JayyMfCaer: If you gotta nigga or bch PLEASE STAY OUT MY DMs Im tired of yall taken girls
16148,3,1,2,0,1, @Jayy_Gee96: Dumb bches
16149,3,0,3,0,1, @JazmineJanay: My hoe phase  over
16150,3,0,3,0,1, @Jazsmin__: You always ugly to bch that dont like you&#128564;
16151,3,0,3,0,1, @JazzRiley: Cant put my trust in NO bch
16152,3,1,2,0,1, @JazzRiley: Cant trust none of se hoes
16153,3,0,3,0,1, @JazzRiley: If hoe give my lil Sta eye like that she betta call me so we can go jump  bch &#128514;&#128514;&#128514;&#128514;&#128514;
16154,3,0,3,0,1, @JazzRiley: Wat type of bch ass nigga rape innocent female
16155,3,0,3,0,1, @JazzyClarks: If you hate me dont care New flash bch dont live to please you aha
16156,6,1,5,0,1, @Jazzy_Blow: cant never keep no bch cause put hoes out
16157,3,0,3,0,1, @JediKnightwing: Please pornstars stop saying fuck that tight pussy
16158,3,0,0,3,2, @JeffDuncan_: JSU coach Omar Johnson: Its what do against  ball throw  h  catch  Doesnt matter if  Yankees are &#8230;
16159,3,0,3,0,1, @JemapelleDalila: @yadirasarmiento just wanna know when are we gonna go fuck sh up &amp; go fuck up bches &#128514;&#128536;&#128521;
16160,3,0,0,3,2, @JeneBramel: Clever  @LanceMcAlter: Watch Burfict make  and mock officials by throwing flag on himself https://tco/&#8230;
16161,3,0,3,0,1, @JenetteeeM: Choke on th bch 8=======&#128074;========D
16162,3,0,3,0,1, @JennaAmendolare: woman just yelled at me cause Im drinking beer at 11 am bch Im on fucking vacation
16163,3,0,3,0,1, @Jenna_Garcia13: &#8220;@OfficialVondell: #MyGirlfriendNotAllowedTo have milkshakes let that hoe bring one boy to  yard and watch what &#8230;
16164,3,0,3,0,1, @JennyJohnsonHi5: Just when thought Justin Bieber couldnt be anymore of pussy he gets arrested in Canada for fighting person who&#8230;
16165,3,0,2,1,1, @Jeremiah_337: Well bch biology said  @TEEJUSTYCE Who said 2 females cant make baby toger Thats all me &#128106; http://tco/5vEGg6&#8230;
16166,3,0,3,0,1, @JeremyPlatt: Yah she was hoe
16167,3,0,3,0,1, @JeromeSantonio: dont care how much hate girl Ill never call her hoe bch slut or any of that sh lol
16168,3,1,2,0,1, @JessicaChasmar: Media Matters executive behind #StopRush campaign blogged about &#8216;trannies&#8217; &#8216;homos&#8217; http://tco/mje5KVl7rf http://tco/&#8230;
16169,3,0,3,0,1, @Jessycaa_Rubi: You swear youre down  realest you stay doing ltle bch sh like that
16170,3,0,3,0,1, @JestonaeLives: Burnt pussy lips - &#128514;&#128514;&#128514; https://tco/nVlZkShGaa
16171,3,0,3,0,1, @JesusIsAJerk: On my way to fuck your bch http://tco/aNZngPNmLS
16172,3,0,3,0,1, @JesusMVela: &#8220;@Enriquuee_: @JesusMVela @wigga32 fucking pussy thats why&#8221; exactly Let me @  nigga @RyanMatww7 were talking about &#8230;
16173,7,0,6,1,1," @JewJsuGrl: @AdmiralAckbar3 @00_jackie @Darknight420 @allahfairy &#128073; @TayyibN &#128072;
Bring  bch http://tco/g7Yq2cH9Uk"
16174,6,0,0,6,2," @JewJsuGrl: @AdmiralAckbar3 @00_jackie @Darknight420 @allahfairy &#128073; @TayyibN &#128072;
Tiny Jihadi http://tco/PDIKbrvCJ8"
16175,3,1,2,0,1, @JewlzSantana: making every bch feel impoant
16176,3,0,3,0,1, @Jigga504: &#8220;@mleew17: pretty but dat pussy got 100 thousand miles on  Book value all fucked up&#128553;&#8221; &#128514;&#128514;&#128514;&#128514;
16177,3,0,3,0,1, @JiggyJust: Real tears &#128514;&#128514; &#8220;@NankDatThang: &#128557;&#128557;&#128557;&#128557;  @OnlyReed: Both se outfs trash but  dyke outf got me WEAKKKKKKKK http://&#8230;
16178,9,6,0,3,0, @JihadtJoe: We Muslims have no milary honour whatsoever we are sub human savages that slaughter unarmed men women &amp; children http:&#8230;
16179,3,1,2,0,1, @JimNoon:  @WBCFredJr Was daddy still being an abusive rage-a-holic in hospice or just making doody in diapers like good fag&#8230;
16180,3,0,3,0,1, @JimNoon: And for  record think Dan Snyder  cunt  hypocry of  NFL  just embarrassing at th point
16181,3,1,2,0,1, @JimNoon: Sterling  cunt My point  simply until everyone has privately taped conversations released shut  fuck up
16182,3,0,2,1,1, @JimNoon:  only thing more irrating than Donald Sterling being cunt  Adam Silver continually apologizing for him
16183,3,0,3,0,1, @JimNoon: re  GIFT SHOP at  9-11 museum And charge admsion Its mass grave you fucking cunts What dgrace
16184,3,0,2,1,1, @Jim_McCloskey: Its hard to be  bigger man when  or person  being such cunt
16185,3,0,3,0,1, @Jim_McCloskey: Why does Hawkeye have to be in  Avengers Hes such pussy
16186,3,0,3,0,1, @JimmyCollinsss: @WesOrrJames all love my nig
16187,3,0,0,3,2, @Jimmy_Santander: Deme gallo pinto con carne asada maduroyuna milca amor
16188,3,0,3,0,1, @Jimmy_Santander: se office hoes do not shut  fuck up wh ir fucking chme
16189,3,0,0,3,2, @Joan_Rivers: Charlie Sheen will star in new scom as an anger management rapt So whats next Casey Anthony as  owner of 
16190,3,0,3,0,1, @JoeBudden: Back to se hoes tho
16191,3,0,3,0,1, @JoeBudden: Chillin couple of hoes that like hoes that like niggas that don&#8217;act like hoes
16192,3,0,3,0,1, @JoeBudden: Cuz soon as sta doing  wack/cute sh hoe she&#8217;your girl&#8230; Really
16193,3,0,3,0,1, @JoeBudden: only be looking like&#8217;fucking bches&#8230; don&#8217;tho
16194,3,0,3,0,1, @JoeBudden: told yall Side bches motives are more powerful than think But Im sleep
16195,3,0,3,0,1, @JoeBudden: wonder if  hoes are gonna give Halloween back to  children th year&#8230;
16196,3,0,3,0,1, @JoeBudden: If got hoes sure can&#8217;find where put Lol
16197,3,0,3,0,1, @JoeBudden: If can&#8217;deal what we go thru&#8230; got bches lined up got an ego too
16198,3,0,2,1,1, @JoeBudden: It&#8217;so unfair that  hoes get to dress up as hoes for Halloween
16199,3,0,3,0,1, @JoeBudden: My definion of bad bch has changed drastically over  years
16200,3,1,2,0,1, @JoeBudden: Nigga can&#8217;even feel up on bch in pic whout  girl fuckin getting mad smh
16201,3,1,2,0,1, @JoeBudden: Ok gotta cut th Carl Thomas album off b4 call my ex &amp; say fuck ruthless bch Lol
16202,3,0,3,0,1, @JoeBudden: Or  &#8220;was sleep&#8221; curve Really bch  slept from 1am to 11pm huh Smh
16203,6,0,6,0,1, @JoeBudden: She&#8217;not hoe cuz she had sex before bro lol
16204,3,0,2,1,1, @JoeBudden: She&#8217;not hoe cuz she&#8217;not attainable to bro
16205,3,0,2,1,1, @JoeBudden: So  woman deal wh  trying her best to make enteaining bad word be enteaining se bches lol
16206,3,0,3,0,1, @JoeBudden:  dating scene so wack out here dog&#8230; sh super trash
16207,3,0,3,0,1, @JoeBudden: se hoes gon FIND way to wear some spandex tell&#8217;ya
16208,3,1,2,0,1, @JoeBudden: famous niggas ruined  game by jacking up  price on  pussy - Michael Paul Budden
16209,9,0,9,0,1, @JoeBudden: Women all over America are overstating  value of pussy
16210,6,0,6,0,1, @JoeBudden: Young attractive successful suppoive fahful man own everythingu think bringing solely pussy to  table  &#8230;
16211,3,2,1,0,0, @JoeCaroselli1: Jame Winston  nigger
16212,3,1,2,0,1, @JoeCool_TVC: You cant be hoe saying that anor girls hoe Your both hoes  cancels each or out
16213,3,0,0,3,2, @JoeyG_145: Downloaded flappy bird 5 minutes ago Its already deleted
16214,3,0,0,3,2, @JohnBhop100: Top tip of  day - if you want to be inconspicuous at an Elbow gig - dont wear yellow jacket http://tco/KQYiZmZb
16215,3,0,3,0,1, @JohnnieGoings: Money clos hoes and cars #Merica
16216,3,0,3,0,1, @JohnnyFootbalI: Saw some bch texting and driving so rolled down my window and hucked my beer at her Johnny fuckin patrol keeping&#8230;
16217,3,0,3,0,1, @JohnnyFootbalI: Yeah @TigerWoods qu being bch about your back Pop few Viagra and get your horny ass back to dominating holes&#8230;
16218,3,0,0,3,2, @JohnnyFootbalI: Yeah Kaepernick might have biceps like Greek God but  dude looks like he was conceived by Probosc monkey http&#8230;
16219,3,0,2,1,1, @JohnnyFootbalI: Yeah sta me as your flex player next week Trick plays catching passes flipping  bird smashing asses should al&#8230;
16220,3,0,3,0,1, @Johnydeep_: @20ToLife_ bch nigga lol
16221,3,0,3,0,1," @Jojo_51213: What was that you tweeted cant concentrate enough to read  over all your sad-looking boob and pussy pics

-men prob&#8230;"
16222,3,0,0,3,2, @JoleenDoreen: was in Kik group once But we called  pay line and old Charlie  barber was always hogging  calls
16223,3,0,0,3,2, @JonHorstHoyer: Lester  parasic spider monkey had 1 redeeming qualy: he ran  boat &amp;  boat attracted women ONLY IN #C&#8230;
16224,3,0,3,0,1, @JonahAir23: money over  best pussy
16225,3,1,2,0,1, @Jonnierotten: Lten twter just because 161 assholes just followed some stupid cunt does not mean want to Ps off wh your fu&#8230;
16226,3,0,3,0,1, @JonnyFcknBlaze: Porn star  fancy talk for professional hoe
16227,3,0,3,0,1, @JonnyFootbalI: Fuck bches get touchdowns
16228,3,0,0,3,2, @JonyPrivat: #cheese #crackers #lacking http://tco/ijDHKWdkoQ
16229,6,1,5,0,1, @Jordiiin_: &#128514;if you can fuck my bch  she aint My Bch&#128080;
16230,3,0,3,0,1, @JorgeGones: when bch that once curved me now all up on my dick http://tco/xEITPkALOb
16231,6,0,6,0,1, @JoseCanseco: do not have bch ts
16232,3,0,3,0,1, @JosephFlyGuy: Crazy girlfriends usually love you longer &amp; got  best pussy 
16233,3,0,3,0,1, @JosephFlyGuy: Loyal pussy  best pussy  Cus know thats all yours 
16234,3,0,3,0,1, @JosephFlyGuy: Th bch got real life hippo as pet http://tco/wU6jItcE0U
16235,3,0,3,0,1, @JoshGIII: be in  pussy like https://tco/4OvGZ3Lhqu
16236,3,0,0,3,2, @JoshYohe_Trib: wrote whole game story on how Orpik shut down Ovi two nights in row Many of you will mock th But he was really &#8230;
16237,3,0,3,0,1, @Joy_Doe: &#128557;&#128557;&#128557;&#128557;&#128557;  @80sbaby4life: love hood bches God help me lmaoooo
16238,3,0,3,0,1, @JsOnMyTweet: &#8220;@muurdasteven: &#8220;@buttsigns: th bch  garbage at gta https://tco/WpiA0bVGjU&#8221;LMFAOOOOO&#8221;&lt; &#128557;&#128557;&#128557;&#128557;&#128557;&#128557;
16239,3,0,2,1,1, @JstKeepScrollin: Been trash @WeAre_XCI:  gay Chr bosh jokes are getting old now
16240,4,0,4,0,1," @JstKeepScrollin: Me fixing my car :10000
 fade th hoe gone catch : Pricless http://tco/qMU2um1nC3"
16241,3,1,2,0,1, @JuanNDaCut: Explaining to girl how dont have hoes http://tco/eY7lmc5i2W
16242,3,1,2,0,1, @JuanNDaCut: Porn ads be convincing afclick here and 30 bches will appear in your bed you DAMN RIGHT ima click that sh nigga
16243,6,1,1,4,2, @JuanNDaCut: When twter rappers dm me ir trash links http://tco/yck16ZiNZZ
16244,3,0,3,0,1, @Juanaap_: Lorde 17 wh Grammy &amp; bches 14 wh std &#128553;
16245,3,0,0,3,2, @JudahWorldChamp: To help eliminate faking injury &amp; diving - post game video review of dives &amp; give divers yellow cards after game #Wor&#8230;
16246,3,0,3,0,1," @JudgmentalGay: Best friend being hoe: yaaas hunty hoe  up slaaaayy

Stranger being hoe: youre so trashy Youre whats wrong&#8230;"
16247,6,1,3,2,1, @Juicccyray: &#8220;@1stBlocJeremiah: Broke hoes always wanna argue aint ate all day were get that energy from &#128514;&#128514;&#8221;&#128514;&#128553;&#128175;
16248,3,0,3,0,1," @Juicedballs: Not scared to pepper spray bch

*Hand gently resting on fanny pack*"
16249,3,2,1,0,0, @Juicy_Squeaky: Any bch who need crowd to fight  clearly easily influenced &amp; weak minded &amp; most likely will comm suicide &#128514;&#128514;
16250,3,0,3,0,1, @Jukeyxo: If girl on your face and your nose goes into her pussy and she rides your nose like bull shes keeper
16251,3,0,3,0,1, @JulieSnark: love asking really hot skinny bches when yre due
16252,3,0,3,0,1, @Julio_Urdaddy: She need man not no pussy boy
16253,3,0,3,0,1, @JusDontBlowMyHi: Yall lucky DMX stopped makin music Id still be barking at se hoes foo
16254,3,0,3,0,1, @JusGuapo: se hoes lying and olivia will get to  bottom of  #ScandaI http://tco/sUZI8LOAoe
16255,3,0,3,0,1, @JusTawana_: &#8220;@Gvmby: Th bch possessed by  thot demon https://tco/vHsbg4bjrg FUCKING DEAD &#128128;&#128128;&#128128;
16256,3,0,2,1,1, @Just2Savage: Th height sh aint cute at all Yall some dumb hoes going out in public looking like Jack and  bean stalk &#128514; http://&#8230;
16257,3,0,3,0,1, @JustAn0th3r: It aint nuttin to cut that bch off
16258,3,1,2,0,1, @JustCurrieOn: @west2quick @Chooshifty lol aye watch to mouth you like when mention you faggot
16259,3,0,3,0,1, @JustDoItSlow: @vintage_monroe_ scary told to come to her house to fight her and wont even open  door  Wtf scary ass hoe
16260,3,0,3,0,1, @JustDoIt_Rob: @Kaaarlizzy bches love my laughlol
16261,3,0,3,0,1, @JustDoIt_Rob: Ill throw cheeseburger at her bch ass
16262,6,0,6,0,1, @JustDreaa: dont splurge around no hoe no dont shine in front of no bch cus after she get off my dick be like Find  front &#8230;
16263,3,0,3,0,1, @JustHad_that: Good pussy &#128166;&#128049; comes wh sma ass mouth &#128068;&#128069; &amp; crazy ass attude &#128530;&#128175;
16264,3,0,3,0,1, @JustKarahn: &#8220;@what_iDO: Karahn jus called her future baby lil sh&#128565;&#128565;&#128565;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221; bch tell  world why dont you &#128530;
16265,3,0,3,0,1, @JustLeShay: &#8220;@KaosYatti: @JustLeShay Who said you was cute&#128035;&#8221; byeeee mad bch &#128530; come me
16266,3,0,3,0,1," @JustOneAsian: To every bug have ever killed: am sorry :/ 

&#8230;sorry that ur bch asses came into my house uninved"
16267,3,0,1,2,2, @JustReIatabIe: when you die on flappy bird &#128514; http://tco/Pu7uqxJFMc
16268,3,0,3,0,1, @Just_th_time: If you think Ive been an opinionated bch lately just be glad Ive stayed quiet on 3 of  topics swirling around he&#8230;
16269,3,0,3,0,1, @Justcallme_duh: karmas bch my nigga
16270,3,0,3,0,1, @JustinSwift7oh2: All se hoes just want some attention
16271,3,0,3,0,1, @JuuMane: walks in Country Kchen Restaurant to order take out th bch come ask me Table For One -____- look that lonely
16272,3,0,3,0,1, @JuveUned: Messi REFUSED to be subbed off Are you kidding me So took off NEYMAR You ltle hobb diva bch
16273,3,0,0,3,2, @K1mb0Slyc3: Me too &#8220;@WhatsAshi: Defiantly going to see that new planet of  apes tonight&#8221;
16274,3,0,3,0,1, @KCamp427: Bring her round se slums Yo hoe will get slayed
16275,3,0,3,0,1, @KDotDucky_Green:  &#8220;@verbally_abrupt: &#128564;&#128564;&#128564; lmfaooo #girlfights #ghetto #ratchet ; bch got pushed and played SLEEP &#128553;&#128514;&#128557;&#128079;&#128557;&#128514; https://tc&#8230;
16276,3,1,2,0,1, @KENYA_letmeKNOW: dont no nigga want broke bch &#128544;&#128079;&#128514;&#9996;
16277,3,0,0,3,2," @KHOU: Charlie Strong took  longhorn logos off players helmets: have to earn  back

&#160;&#160;&#160;&#160;&#160;&#160; http://tco/HvNUJT6Ss2 #Spo&#8230;"
16278,3,0,0,3,2, @KILLQuana: Hun wrong social networking se &#8220;@Schwaggy_Chulo: 666 - LMS for good morning post and something extra (maybe)&#8221;
16279,3,0,3,0,1, @KILLSheredon: cant handle no liquor but se bches cant handle me
16280,3,1,2,0,1, @KILLSheredon: you  nigga in high school who got shoved into lockers and thrown into trash cans @TvvterRoasts
16281,3,0,3,0,1, @KINGSHA_MUGGA: My bch better lie to me more than 5 bodies and cant stomach  ill fucking die
16282,3,0,3,0,1, @KINGTUNCHI_: bch will say anything for attention 
16283,3,0,3,0,1, @KINGTUNCHI_: Fucking wh bad bch you gone need some money lil homie
16284,6,0,6,0,1, @KINGTUNCHI_: dont understand if all se hoes say getting money why tf on twter wh that childh sh Bch 20&#8230;
16285,6,0,6,0,1, @KINGTUNCHI_: finally realize that se bches just wanna see me down  wanna see me fall
16286,6,0,6,0,1, @KINGTUNCHI_: make bches fly like peter pand tho
16287,3,0,3,0,1, @KINGTUNCHI_: need new bch 
16288,6,0,6,0,1, @KINGTUNCHI_: need real bch 
16289,6,0,6,0,1, @KINGTUNCHI_: only fw grown hoes
16290,6,0,6,0,1, @KINGTUNCHI_: In 5 years se hoes aint gone be sh but Dick head
16291,6,0,6,0,1, @KINGTUNCHI_: Jd told me Im to player to be wh one bch
16292,6,0,6,0,1, @KINGTUNCHI_: Lol got se hoes in feelings 
16293,6,0,6,0,1, @KINGTUNCHI_: Lol funny tho cuz every hoe that talk sh  NVm that sh aint player
16294,3,0,3,0,1, @KINGTUNCHI_: Lol that same bch was cool wh was was down to me up in get me kill in get on twter in talk about 
16295,3,0,3,0,1, @KINGTUNCHI_: Lowkey put sum of se hoes on  map  So call me kingtunchi bch 
16296,3,0,3,0,1, @KINGTUNCHI_: Same Bch that was down wh lol ses Lil hoes funny
16297,3,0,3,0,1, @KINGTUNCHI_: Same bches that ds me gone still be here to eat my Dick when see that check
16298,3,0,3,0,1, @KINGTUNCHI_: same hoes that was fucking my Dick turn on me lol fuckem tho
16299,6,0,6,0,1, @KINGTUNCHI_: se bches play both sides but get left in  middle
16300,3,0,3,0,1, @KINGTUNCHI_: You bches aint #100
16301,3,0,3,0,1, @KINGof334MOBB: Dont tell your side bch your family business thats none of ir business
16302,3,0,3,0,1, @KINGof334MOBB: Skinny girls pussy be good den mf dont feel nothing but pussy + 100 points on  board for skinny girls
16303,3,0,1,2,2, @KMOqualy: Scholen waar directie leerkrachten pest kunt zich voorstellen hoe groot pestproblematiek onder leerlingen wel moet zijn&#8230;
16304,3,0,3,0,1, @KMURDER1000: How am suppose to ride for you&#128107;  and you got bches ina back seat &#128109;&#128111;&#128581;
16305,3,0,1,2,2, @KNegandhiESPN: That Peppers slant was genius/crazy call Genius if he catches  Crazy if he drops  blow TO get sack&#8230;
16306,3,0,3,0,1, @KOEDJ: cant stand stuck up bch Always got attude for no reason dont know who hu yall but stay TF from round me &#128530;&#9996;&#65039;
16307,3,0,0,3,2, @KYHoopsBuzz: Latest DraftExpress mock draft has Randle #3 Cauley-Stein #9 Young #14 Poythress #37 Harron twins &amp; Dakari Johnson&#8230;
16308,3,0,3,0,1, @KY_Chelley: Gemma you sure are diy bch Jax your dad tried to warn you #SonsOfAnarchy
16309,3,0,3,0,1," @KaOs_GunnPlay: Ps4=big booty hoe wh tig ol bties 
Xbox one=pancake booty hoe wh pancake ts"
16310,3,0,2,1,1, @Kaedashian: &#8220;@WhDAWGem_: re  nothing wrong wh Ariana Grande Just cause she dont look like hoe Yall gotta problem&#8230;
16311,3,0,3,0,1, @KailsCooper: Single ladies Vs Cuffed hoes &#128131;&#128141;
16312,3,0,3,0,1, @Kalay_Laay: side bch made th &#128514;&#128514;&#128514; http://tco/w1JeT7EybJ
16313,3,1,2,0,1, @KaliKushDoll_: Dropping all se hoes
16314,3,0,3,0,1, @KaliKushDoll_: Lol foreal yo @Damiah_daddyx3: Lmao fucks wh @HaveMercyyy &amp; @KaliKushDoll_ real talk bches know 
16315,3,0,3,0,1, @KaliKushDoll_: Lovee th bch tg @HaveMercyyy  http://tco/WkczWwG6
16316,3,0,3,0,1, @KallMe_Kenzo: fufu bch cant do nun for me but break my hea or set me up 
16317,3,0,3,0,1, @KallMe_Tae: @PAPER_CHAYSIN: How you fucc for cash but not hoe  And how Im going to respect if your poccets broke nip&#8230;
16318,3,0,2,1,1, @Kamri_noToyota: &#8220;@Felz_: KING was fire  @viaNAWF: King TI vs tip and that troubleman albums all trash&#8221; Most def
16319,6,0,6,0,1, @KanyeFaaces: when you let go of all your hoes for one girl but she end up bein hoe too http://tco/kn1yKRw4J4
16320,3,0,0,3,2, @Kap12284: Week from Thursday might be  last #Yankees game to look forward to in while If nothing else Jeter deserves that night &#8230;
16321,3,0,1,2,2, @KapreceSun: where my 2 favore jiggers at @S_hawn24 @Satfied_x  &#128514;&#128514;&#128514; https://tco/unNm233mFQ
16322,3,0,0,3,2, @KarenRFM: No-TV-During--Week #parenting rule has thrown que monkey wrench into #RooseveltsPBS viewing schedule #DVRtime @wcve #&#8230;
16323,3,0,1,2,2, @KarinaCasallas: LMFAO OH NAH SHE KEEP IT THREE HUNNA@catoxx3: @DJZeeti twpic selfie if ho http://tco/j4RuNFZX
16324,3,0,0,3,2, @KarlenaSkiff: Could never date someone wh yellow teeth&#128567;
16325,3,0,3,0,1, @KarmenKarma: @KimKxxx @Tan_Berri @YouknowRilynn @AmandaTateXXX about to go out wh all se hot bches #happybihdaytome http&#8230;
16326,3,0,3,0,1," @Kash_Stackz: Him: your nudes are safe wh me
Her: *sends nudes*
Him: *calls homie* aye why th hoe send me th trash ass nude yu &#8230;"
16327,3,0,3,0,1, @KatelynBarnes3: Working out wh  hoes @savanaharanda @AnnaComan2
16328,3,0,0,3,2, @KathrynBruscoBk: Think #windturbines are bad for birds Compare: http://tco/FpOSfLdOXW via @BloombergNews http://tco/Eh6I7dOjUz via &#8230;
16329,3,0,0,3,2, @KatiePavlich: Charlie doesnt have any more polical paies to join but he could become spokesman for fan company
16330,3,0,0,3,2, @KatiePavlich: Now go take out  trash &#8220;@sdoocy:  Today was #outnumbered but thankfully not #dmembered Thanks Ladies http://t&#8230;
16331,3,0,3,0,1, @KattPacWilliams: Niggas wearing TOMS &amp; UGGS  &amp; bches wearing JAYS &amp; TIMBS Lol th aint what Usher meant when he said Trading Pla&#8230;
16332,3,0,3,0,1, @KattWilliams: MILF  sexy ass mom over 35 If youre 20 youre just bch wh baby
16333,3,1,2,0,1, @KattWilliams: hate ghetto loud rude ugly bches Bch you already ugly  why  f*ck you gotta to be loud too
16334,3,0,3,0,1, @KattWilliams: me as good friend: *suppos and encourages ur hoe activies*
16335,3,0,3,0,1, @Kay_M_es: se bches act local think global
16336,3,0,3,0,1," @KayciMalynn: &#8220;@__0utcast___: Kayci and greet each or by saying hey cunt like  makes me lol&#8221;

- only person okay wh me cal&#8230;"
16337,3,0,2,1,1, @KayciMalynn: @__0utcast___ hey cunt ms you too &#128532;
16338,3,0,3,0,1, @KayciMalynn: @__0utcast___ hey cunt ms you &#128557;&#128557;
16339,3,0,2,1,1, @Ke2yourhea: dont play about  monkey you have to earn th sh&#128564;
16340,3,1,2,0,1, @KeOs_GunnPlay: can kill carl but not my nigga glenn whos gonna take care of my hoe maggie
16341,3,0,2,1,1, @KeepDatSh100: NASHVILLE*  @DragonBallDeez: *Atlanta  @PacDaGoat: Houston has so many trash drivers
16342,3,0,3,0,1, @Keepingupw_jr: respect those niggas who respect ir girls &amp; dont pay hoes no attention  Salute to you 
16343,3,0,0,3,2, @KehOlbermann: @MarkDBrown0824 you mean like  Yankees did th year when priorized farewell tour over playoff run
16344,3,1,2,0,1, @KejonASavage: @_chocgirL: Rich homie and bird man gone be at mansion &#233;lan tonight &#128064; some niggas got fuckd up by  bouncers when&#8230;
16345,3,0,2,1,1, @KekePalmer: Being loud ghetto &amp; energetic aren&#8217;offensive things to me own who am &amp; where come from nothing to be ashamed of &#8230;
16346,3,0,3,0,1, @Kelllllllllvin: Th bch ugly in person
16347,3,0,0,3,2, @KelsieBelsi: @Vntxnius lmao  will have slope of -2x+1
16348,3,0,0,3,2, @KenDavidoff:  #Cardinals are #MLBs gold standard and re nt even close silver #Dodgers #Giants #Tigers #Yankees http://tc&#8230;
16349,3,0,3,0,1, @KenaiViveros: Ima bch him out lol @Versharky
16350,3,1,2,0,1, @KennedyLeighxxx: You cant be ugly AND shty fucking person Pick struggle bch
16351,3,1,2,0,1, @Kerb_215: 1234 how many niggers are in my store knowwwww your stealing &#128514;&#128514;&#128514; that vine still be having me weak
16352,3,0,3,0,1, @KermIsASnch: You always say we dont love se hoes yet yo girl hoe http://tco/EuoOl79WDQ
16353,3,0,3,0,1, @KerstinAnn_22: &#8220;@XxDopenessxX: Th bch  too real LOOOOOOL http://tco/JTSNtWPLwR&#8221; yaga &#8221;&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;
16354,3,0,0,3,2, @Ketamine_Stalin: IF SINGLE WASP COULD READ THESE #WaspFacts TWEETS THERE COULD BE PEACE TREATY BETWEEN WASPS AND MAN BUT WASPS ARE &#8230;
16355,3,0,3,0,1, @KevinHa2ReaI: All Bow Wow hoes on  stage lol
16356,3,0,3,0,1, @KevinHa2ReaI: bches love body pay &#128571;&#128166;&#128069;&#128068;&#128525;&#128149; but when time to take da dick  pay canceled &#128581;&#127814; FALSE ADVEISING ASS BITCHES
16357,3,0,3,0,1, @KevinKong713: Lmao yall single hoes stay pregnant &#128514;&#128514;&#128514;&#128514;
